filename,actual_folder,actual_label,predicted_label,is_correct,confidence,anomaly_score,reconstruction_loss,largest_cluster_pct,cluster_count,largest_cluster_area,path
no998.jpg,no,Normal,Abnormal,False,0.99,0.039419710636138916,0.0030339446384459734,0.49,253,247,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\no\no998.jpg
y (1).jpg,yes,Abnormal,Abnormal,True,0.99,0.1116582453250885,0.010908933356404305,0.83,399,417,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1).jpg
y (10).jpg,yes,Abnormal,Abnormal,True,0.99,0.10540946573019028,0.008499947376549244,0.63,350,314,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (10).jpg
y (11).jpg,yes,Abnormal,Abnormal,True,0.99,0.18064086139202118,0.014615410007536411,0.96,279,483,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (11).jpg
y (12).jpg,yes,Abnormal,Abnormal,True,0.99,0.2505403459072113,0.024124350398778915,0.53,482,268,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (12).jpg
y (1273).jpg,yes,Abnormal,Abnormal,True,0.99,0.03379000723361969,0.0031910953111946583,0.91,359,458,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1273).jpg
y (1274).jpg,yes,Abnormal,Abnormal,True,0.99,0.041869617998600006,0.0038005828391760588,0.65,430,328,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1274).jpg
y (1275).jpg,yes,Abnormal,Abnormal,True,0.99,0.03601174056529999,0.003070184960961342,0.8,288,399,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1275).jpg
y (1276).jpg,yes,Abnormal,Abnormal,True,0.99,0.034005310386419296,0.0031288755126297474,0.8,304,401,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1276).jpg
y (1277).jpg,yes,Abnormal,Abnormal,True,0.99,0.0829511508345604,0.006687636487185955,1.11,205,559,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1277).jpg
y (1278).jpg,yes,Abnormal,Abnormal,True,0.99,0.04370962083339691,0.0035976858343929052,1.1,237,553,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1278).jpg
y (1279).jpg,yes,Abnormal,Abnormal,True,0.99,0.04701951891183853,0.0041400110349059105,0.56,334,281,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1279).jpg
y (1280).jpg,yes,Abnormal,Abnormal,True,0.99,0.04194217175245285,0.003372343024238944,0.73,309,365,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (1280).jpg
y (2).jpg,yes,Abnormal,Abnormal,True,0.99,0.1148771420121193,0.01207596343010664,0.31,540,156,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (2).jpg
y (253).jpg,yes,Abnormal,Abnormal,True,0.99,0.0895359218120575,0.009034823626279831,1.02,251,510,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (253).jpg
y (254).jpg,yes,Abnormal,Abnormal,True,0.99,0.03771611675620079,0.0034910705871880054,0.21,373,107,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (254).jpg
y (255).jpg,yes,Abnormal,Abnormal,True,0.99,0.07139058411121368,0.00698675774037838,0.47,359,238,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (255).jpg
y (256).jpg,yes,Abnormal,Abnormal,True,0.99,0.10133884847164154,0.009298025630414486,0.83,289,417,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (256).jpg
y (257).jpg,yes,Abnormal,Abnormal,True,0.99,0.049538712948560715,0.004347438458353281,1.77,187,889,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (257).jpg
y (258).jpg,yes,Abnormal,Abnormal,True,0.99,0.04235460236668587,0.004090171307325363,0.26,352,132,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (258).jpg
y (259).jpg,yes,Abnormal,Abnormal,True,0.99,0.10488522797822952,0.009993428364396095,0.55,375,276,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (259).jpg
y (260).jpg,yes,Abnormal,Abnormal,True,0.99,0.07421142607927322,0.0064193326979875565,0.58,219,291,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (260).jpg
y (261).jpg,yes,Abnormal,Abnormal,True,0.99,0.05009724572300911,0.0043628886342048645,0.46,357,229,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (261).jpg
